"No.","Time","Source","Destination","Protocol","Length","Info"
"2210","63.630056","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=3927 Ack=4429 Win=502 Len=11"
"2211","63.687977","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4429 Ack=3938 Win=19104 Len=0"
"2212","63.691374","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2211#1] 64279  >  502 [ACK] Seq=4429 Ack=3938 Win=19104 Len=0"
"2213","63.796180","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   447; Unit:   1, Func:   3: Read Holding Registers"
"2214","63.798298","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4429 Ack=3938 Win=19104 Len=12"
"2215","63.802464","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   447; Unit:   1, Func:   3: Read Holding Registers"
"2216","63.804312","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=3938 Ack=4441 Win=502 Len=11"
"2217","63.846582","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4441 Ack=3949 Win=19093 Len=0"
"2218","63.850552","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2217#1] 64279  >  502 [ACK] Seq=4441 Ack=3949 Win=19093 Len=0"
"2219","63.964125","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   448; Unit:   1, Func:   1: Read Coils"
"2220","63.968175","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4441 Ack=3949 Win=19093 Len=12"
"2221","63.970930","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   448; Unit:   1, Func:   1: Read Coils"
"2222","63.973601","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=3949 Ack=4453 Win=502 Len=10"
"2223","64.024583","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4453 Ack=3959 Win=19083 Len=0"
"2224","64.028361","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2223#1] 64279  >  502 [ACK] Seq=4453 Ack=3959 Win=19083 Len=0"
"2225","64.140688","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   449; Unit:   1, Func:   4: Read Input Registers"
"2226","64.142492","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4453 Ack=3959 Win=19083 Len=12"
"2227","64.146152","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   449; Unit:   1, Func:   4: Read Input Registers"
"2228","64.149725","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=3959 Ack=4465 Win=502 Len=11"
"2229","64.197541","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4465 Ack=3970 Win=19072 Len=0"
"2230","64.199720","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2229#1] 64279  >  502 [ACK] Seq=4465 Ack=3970 Win=19072 Len=0"
"2231","64.309603","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   450; Unit:   1, Func:   3: Read Holding Registers"
"2232","64.311974","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4465 Ack=3970 Win=19072 Len=12"
"2233","64.317725","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   450; Unit:   1, Func:   3: Read Holding Registers"
"2234","64.320633","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=3970 Ack=4477 Win=502 Len=11"
"2235","64.366984","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4477 Ack=3981 Win=19061 Len=0"
"2236","64.370485","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2235#1] 64279  >  502 [ACK] Seq=4477 Ack=3981 Win=19061 Len=0"
"2237","64.507964","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   451; Unit:   1, Func:   1: Read Coils"
"2238","64.512806","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4477 Ack=3981 Win=19061 Len=12"
"2239","64.525389","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   451; Unit:   1, Func:   1: Read Coils"
"2240","64.527667","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=3981 Ack=4489 Win=502 Len=10"
"2241","64.570087","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4489 Ack=3991 Win=19051 Len=0"
"2242","64.572018","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2241#1] 64279  >  502 [ACK] Seq=4489 Ack=3991 Win=19051 Len=0"
"2243","64.661563","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   452; Unit:   1, Func:   4: Read Input Registers"
"2244","64.663312","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4489 Ack=3991 Win=19051 Len=12"
"2245","64.665331","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   452; Unit:   1, Func:   4: Read Input Registers"
"2246","64.666317","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=3991 Ack=4501 Win=502 Len=11"
"2247","64.711978","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4501 Ack=4002 Win=19040 Len=0"
"2248","64.713851","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2247#1] 64279  >  502 [ACK] Seq=4501 Ack=4002 Win=19040 Len=0"
"2249","64.834753","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   453; Unit:   1, Func:   3: Read Holding Registers"
"2250","64.837820","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4501 Ack=4002 Win=19040 Len=12"
"2251","64.841630","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   453; Unit:   1, Func:   3: Read Holding Registers"
"2252","64.843379","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4002 Ack=4513 Win=502 Len=11"
"2253","64.890744","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4513 Ack=4013 Win=19029 Len=0"
"2254","64.893634","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2253#1] 64279  >  502 [ACK] Seq=4513 Ack=4013 Win=19029 Len=0"
"2255","65.009306","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   454; Unit:   1, Func:   1: Read Coils"
"2256","65.013075","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4513 Ack=4013 Win=19029 Len=12"
"2257","65.015698","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   454; Unit:   1, Func:   1: Read Coils"
"2258","65.018061","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4013 Ack=4525 Win=502 Len=10"
"2259","65.070058","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4525 Ack=4023 Win=20480 Len=0"
"2260","65.072104","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2259#1] 64279  >  502 [ACK] Seq=4525 Ack=4023 Win=20480 Len=0"
"2261","65.187780","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   455; Unit:   1, Func:   4: Read Input Registers"
"2262","65.193301","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4525 Ack=4023 Win=20480 Len=12"
"2263","65.197325","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   455; Unit:   1, Func:   4: Read Input Registers"
"2264","65.202512","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4023 Ack=4537 Win=502 Len=11"
"2265","65.245715","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4537 Ack=4034 Win=20469 Len=0"
"2266","65.248213","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2265#1] 64279  >  502 [ACK] Seq=4537 Ack=4034 Win=20469 Len=0"
"2267","65.369453","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   456; Unit:   1, Func:   3: Read Holding Registers"
"2268","65.374032","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4537 Ack=4034 Win=20469 Len=12"
"2269","65.378414","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   456; Unit:   1, Func:   3: Read Holding Registers"
"2270","65.381983","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4034 Ack=4549 Win=502 Len=11"
"2271","65.440190","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4549 Ack=4045 Win=20458 Len=0"
"2272","65.445002","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2271#1] 64279  >  502 [ACK] Seq=4549 Ack=4045 Win=20458 Len=0"
"2273","65.538857","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   457; Unit:   1, Func:   1: Read Coils"
"2274","65.541462","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4549 Ack=4045 Win=20458 Len=12"
"2275","65.544795","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   457; Unit:   1, Func:   1: Read Coils"
"2276","65.546869","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4045 Ack=4561 Win=502 Len=10"
"2277","65.596319","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4561 Ack=4055 Win=20448 Len=0"
"2278","65.597766","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2277#1] 64279  >  502 [ACK] Seq=4561 Ack=4055 Win=20448 Len=0"
"2279","65.712131","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   458; Unit:   1, Func:   4: Read Input Registers"
"2280","65.714967","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4561 Ack=4055 Win=20448 Len=12"
"2281","65.718185","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   458; Unit:   1, Func:   4: Read Input Registers"
"2282","65.720372","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4055 Ack=4573 Win=502 Len=11"
"2283","65.770977","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4573 Ack=4066 Win=20437 Len=0"
"2284","65.774509","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2283#1] 64279  >  502 [ACK] Seq=4573 Ack=4066 Win=20437 Len=0"
"2285","65.883897","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   459; Unit:   1, Func:   3: Read Holding Registers"
"2286","65.883900","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4573 Ack=4066 Win=20437 Len=12"
"2287","65.886660","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   459; Unit:   1, Func:   3: Read Holding Registers"
"2288","65.890265","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4066 Ack=4585 Win=502 Len=11"
"2289","65.937487","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4585 Ack=4077 Win=20426 Len=0"
"2290","65.939987","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2289#1] 64279  >  502 [ACK] Seq=4585 Ack=4077 Win=20426 Len=0"
"2291","66.061534","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   460; Unit:   1, Func:   1: Read Coils"
"2292","66.063456","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4585 Ack=4077 Win=20426 Len=12"
"2293","66.067447","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   460; Unit:   1, Func:   1: Read Coils"
"2294","66.069082","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4077 Ack=4597 Win=502 Len=10"
"2295","66.121718","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4597 Ack=4087 Win=20416 Len=0"
"2296","66.124299","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2295#1] 64279  >  502 [ACK] Seq=4597 Ack=4087 Win=20416 Len=0"
"2297","66.230501","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   461; Unit:   1, Func:   4: Read Input Registers"
"2298","66.233559","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4597 Ack=4087 Win=20416 Len=12"
"2299","66.237427","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   461; Unit:   1, Func:   4: Read Input Registers"
"2300","66.239666","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4087 Ack=4609 Win=502 Len=11"
"2301","66.287722","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4609 Ack=4098 Win=20405 Len=0"
"2302","66.292384","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2301#1] 64279  >  502 [ACK] Seq=4609 Ack=4098 Win=20405 Len=0"
"2303","66.397424","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   462; Unit:   1, Func:   3: Read Holding Registers"
"2304","66.398838","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4609 Ack=4098 Win=20405 Len=12"
"2305","66.402807","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   462; Unit:   1, Func:   3: Read Holding Registers"
"2306","66.406434","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4098 Ack=4621 Win=502 Len=11"
"2307","66.448721","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4621 Ack=4109 Win=20394 Len=0"
"2308","66.451707","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2307#1] 64279  >  502 [ACK] Seq=4621 Ack=4109 Win=20394 Len=0"
"2309","66.565378","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   463; Unit:   1, Func:   1: Read Coils"
"2310","66.568505","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4621 Ack=4109 Win=20394 Len=12"
"2311","66.570687","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   463; Unit:   1, Func:   1: Read Coils"
"2312","66.571621","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4109 Ack=4633 Win=502 Len=10"
"2313","66.631504","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4633 Ack=4119 Win=20384 Len=0"
"2314","66.634262","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2313#1] 64279  >  502 [ACK] Seq=4633 Ack=4119 Win=20384 Len=0"
"2315","66.742145","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   464; Unit:   1, Func:   4: Read Input Registers"
"2316","66.745803","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4633 Ack=4119 Win=20384 Len=12"
"2317","66.747663","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   464; Unit:   1, Func:   4: Read Input Registers"
"2318","66.749040","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4119 Ack=4645 Win=502 Len=11"
"2319","66.793728","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4645 Ack=4130 Win=20373 Len=0"
"2320","66.797930","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2319#1] 64279  >  502 [ACK] Seq=4645 Ack=4130 Win=20373 Len=0"
"2321","66.920838","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   465; Unit:   1, Func:   3: Read Holding Registers"
"2322","66.922823","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4645 Ack=4130 Win=20373 Len=12"
"2323","66.926062","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   465; Unit:   1, Func:   3: Read Holding Registers"
"2324","66.929425","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4130 Ack=4657 Win=502 Len=11"
"2325","66.982977","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4657 Ack=4141 Win=20362 Len=0"
"2326","66.985173","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2325#1] 64279  >  502 [ACK] Seq=4657 Ack=4141 Win=20362 Len=0"
"2327","67.095232","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   466; Unit:   1, Func:   1: Read Coils"
"2328","67.098974","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4657 Ack=4141 Win=20362 Len=12"
"2329","67.100938","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   466; Unit:   1, Func:   1: Read Coils"
"2330","67.103104","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4141 Ack=4669 Win=502 Len=10"
"2331","67.149604","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4669 Ack=4151 Win=20352 Len=0"
"2332","67.152581","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2331#1] 64279  >  502 [ACK] Seq=4669 Ack=4151 Win=20352 Len=0"
"2333","67.276730","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   467; Unit:   1, Func:   4: Read Input Registers"
"2334","67.279354","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4669 Ack=4151 Win=20352 Len=12"
"2335","67.284325","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   467; Unit:   1, Func:   4: Read Input Registers"
"2336","67.286169","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4151 Ack=4681 Win=502 Len=11"
"2337","67.336803","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4681 Ack=4162 Win=20341 Len=0"
"2338","67.339996","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2337#1] 64279  >  502 [ACK] Seq=4681 Ack=4162 Win=20341 Len=0"
"2339","67.445458","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   468; Unit:   1, Func:   3: Read Holding Registers"
"2340","67.448462","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4681 Ack=4162 Win=20341 Len=12"
"2341","67.451249","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   468; Unit:   1, Func:   3: Read Holding Registers"
"2342","67.454576","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4162 Ack=4693 Win=502 Len=11"
"2343","67.509243","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4693 Ack=4173 Win=20330 Len=0"
"2344","67.511525","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2343#1] 64279  >  502 [ACK] Seq=4693 Ack=4173 Win=20330 Len=0"
"2345","67.619063","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   469; Unit:   1, Func:   1: Read Coils"
"2346","67.620162","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4693 Ack=4173 Win=20330 Len=12"
"2347","67.623346","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   469; Unit:   1, Func:   1: Read Coils"
"2348","67.627566","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4173 Ack=4705 Win=502 Len=10"
"2349","67.671204","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4705 Ack=4183 Win=20320 Len=0"
"2350","67.673343","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2349#1] 64279  >  502 [ACK] Seq=4705 Ack=4183 Win=20320 Len=0"
"2351","67.786439","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   470; Unit:   1, Func:   4: Read Input Registers"
"2352","67.789056","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4705 Ack=4183 Win=20320 Len=12"
"2353","67.792045","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   470; Unit:   1, Func:   4: Read Input Registers"
"2354","67.796472","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4183 Ack=4717 Win=502 Len=11"
"2355","67.854016","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4717 Ack=4194 Win=20309 Len=0"
"2356","67.855458","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2355#1] 64279  >  502 [ACK] Seq=4717 Ack=4194 Win=20309 Len=0"
"2357","67.960604","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   471; Unit:   1, Func:   3: Read Holding Registers"
"2358","67.964155","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4717 Ack=4194 Win=20309 Len=12"
"2359","67.968151","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   471; Unit:   1, Func:   3: Read Holding Registers"
"2360","67.970540","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4194 Ack=4729 Win=502 Len=11"
"2361","68.015460","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4729 Ack=4205 Win=20298 Len=0"
"2362","68.018779","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2361#1] 64279  >  502 [ACK] Seq=4729 Ack=4205 Win=20298 Len=0"
"2363","68.130346","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   472; Unit:   1, Func:   1: Read Coils"
"2364","68.133257","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4729 Ack=4205 Win=20298 Len=12"
"2365","68.136212","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   472; Unit:   1, Func:   1: Read Coils"
"2366","68.138581","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4205 Ack=4741 Win=502 Len=10"
"2367","68.185690","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4741 Ack=4215 Win=20288 Len=0"
"2368","68.187636","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2367#1] 64279  >  502 [ACK] Seq=4741 Ack=4215 Win=20288 Len=0"
"2369","68.313512","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   473; Unit:   1, Func:   4: Read Input Registers"
"2370","68.316456","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4741 Ack=4215 Win=20288 Len=12"
"2371","68.319553","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   473; Unit:   1, Func:   4: Read Input Registers"
"2372","68.323407","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4215 Ack=4753 Win=502 Len=11"
"2373","68.370106","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4753 Ack=4226 Win=20277 Len=0"
"2374","68.371005","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2373#1] 64279  >  502 [ACK] Seq=4753 Ack=4226 Win=20277 Len=0"
"2375","68.476672","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   474; Unit:   1, Func:   3: Read Holding Registers"
"2376","68.479567","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4753 Ack=4226 Win=20277 Len=12"
"2377","68.481757","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   474; Unit:   1, Func:   3: Read Holding Registers"
"2378","68.484842","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4226 Ack=4765 Win=502 Len=11"
"2379","68.534696","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4765 Ack=4237 Win=20266 Len=0"
"2380","68.538106","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2379#1] 64279  >  502 [ACK] Seq=4765 Ack=4237 Win=20266 Len=0"
"2381","68.656081","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   475; Unit:   1, Func:   1: Read Coils"
"2382","68.659648","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4765 Ack=4237 Win=20266 Len=12"
"2383","68.664960","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   475; Unit:   1, Func:   1: Read Coils"
"2384","68.667962","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4237 Ack=4777 Win=502 Len=10"
"2385","68.710408","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4777 Ack=4247 Win=20256 Len=0"
"2386","68.712700","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 2385#1] 64279  >  502 [ACK] Seq=4777 Ack=4247 Win=20256 Len=0"
"2387","68.835840","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   476; Unit:   1, Func:   4: Read Input Registers"
"2388","68.838015","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=4777 Ack=4247 Win=20256 Len=12"
"2389","68.839985","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   476; Unit:   1, Func:   4: Read Input Registers"
"2390","68.841707","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=4247 Ack=4789 Win=502 Len=11"
"2391","68.893604","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=4789 Ack=4258 Win=20245 Len=0"
