frame.number,frame.time,eth.src,eth.dst,eth.type,ip.src,ip.dst,tcp.srcport,tcp.dstport,_ws.col.protocol,_ws.col.info
"1663","Jul 14, 2025 09:57:30.346338000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   355; Unit:   1, Func:   1: Read Coils"
"1664","Jul 14, 2025 09:57:30.348402000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3325 Ack=2957 Win=20085 Len=12"
"1665","Jul 14, 2025 09:57:30.352645000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   355; Unit:   1, Func:   1: Read Coils"
"1666","Jul 14, 2025 09:57:30.355267000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2957 Ack=3337 Win=502 Len=10"
"1667","Jul 14, 2025 09:57:30.406363000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3337 Ack=2967 Win=20075 Len=0"
"1668","Jul 14, 2025 09:57:30.407941000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1667#1] 64279 → 502 [ACK] Seq=3337 Ack=2967 Win=20075 Len=0"
"1669","Jul 14, 2025 09:57:30.511467000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   356; Unit:   1, Func:   4: Read Input Registers"
"1670","Jul 14, 2025 09:57:30.514125000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3337 Ack=2967 Win=20075 Len=12"
"1671","Jul 14, 2025 09:57:30.518047000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   356; Unit:   1, Func:   4: Read Input Registers"
"1672","Jul 14, 2025 09:57:30.520173000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2967 Ack=3349 Win=502 Len=11"
"1673","Jul 14, 2025 09:57:30.576234000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3349 Ack=2978 Win=20064 Len=0"
"1674","Jul 14, 2025 09:57:30.579139000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1673#1] 64279 → 502 [ACK] Seq=3349 Ack=2978 Win=20064 Len=0"
"1675","Jul 14, 2025 09:57:30.684143000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   357; Unit:   1, Func:   3: Read Holding Registers"
"1676","Jul 14, 2025 09:57:30.685898000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3349 Ack=2978 Win=20064 Len=12"
"1677","Jul 14, 2025 09:57:30.687870000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   357; Unit:   1, Func:   3: Read Holding Registers"
"1678","Jul 14, 2025 09:57:30.690361000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2978 Ack=3361 Win=502 Len=11"
"1679","Jul 14, 2025 09:57:30.737742000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3361 Ack=2989 Win=20053 Len=0"
"1680","Jul 14, 2025 09:57:30.742565000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1679#1] 64279 → 502 [ACK] Seq=3361 Ack=2989 Win=20053 Len=0"
"1681","Jul 14, 2025 09:57:30.864061000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   358; Unit:   1, Func:   1: Read Coils"
"1682","Jul 14, 2025 09:57:30.866595000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3361 Ack=2989 Win=20053 Len=12"
"1683","Jul 14, 2025 09:57:30.867989000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   358; Unit:   1, Func:   1: Read Coils"
"1684","Jul 14, 2025 09:57:30.871133000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2989 Ack=3373 Win=502 Len=10"
"1685","Jul 14, 2025 09:57:30.920442000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3373 Ack=2999 Win=20043 Len=0"
"1686","Jul 14, 2025 09:57:30.922564000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1685#1] 64279 → 502 [ACK] Seq=3373 Ack=2999 Win=20043 Len=0"
"1687","Jul 14, 2025 09:57:31.023655000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   359; Unit:   1, Func:   4: Read Input Registers"
"1688","Jul 14, 2025 09:57:31.026287000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3373 Ack=2999 Win=20043 Len=12"
"1689","Jul 14, 2025 09:57:31.028628000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   359; Unit:   1, Func:   4: Read Input Registers"
"1690","Jul 14, 2025 09:57:31.032111000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2999 Ack=3385 Win=502 Len=11"
"1691","Jul 14, 2025 09:57:31.074585000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3385 Ack=3010 Win=20032 Len=0"
"1692","Jul 14, 2025 09:57:31.077743000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1691#1] 64279 → 502 [ACK] Seq=3385 Ack=3010 Win=20032 Len=0"
"1693","Jul 14, 2025 09:57:31.195803000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   360; Unit:   1, Func:   3: Read Holding Registers"
"1694","Jul 14, 2025 09:57:31.199268000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3385 Ack=3010 Win=20032 Len=12"
"1695","Jul 14, 2025 09:57:31.201634000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   360; Unit:   1, Func:   3: Read Holding Registers"
"1696","Jul 14, 2025 09:57:31.204926000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=3010 Ack=3397 Win=502 Len=11"
"1697","Jul 14, 2025 09:57:31.259521000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3397 Ack=3021 Win=20021 Len=0"
"1698","Jul 14, 2025 09:57:31.264448000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1697#1] 64279 → 502 [ACK] Seq=3397 Ack=3021 Win=20021 Len=0"
"1699","Jul 14, 2025 09:57:31.365208000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   361; Unit:   1, Func:   1: Read Coils"
"1700","Jul 14, 2025 09:57:31.367574000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3397 Ack=3021 Win=20021 Len=12"
"1701","Jul 14, 2025 09:57:31.370451000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   361; Unit:   1, Func:   1: Read Coils"
"1702","Jul 14, 2025 09:57:31.371618000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=3021 Ack=3409 Win=502 Len=10"
"1703","Jul 14, 2025 09:57:31.423482000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3409 Ack=3031 Win=20011 Len=0"
"1704","Jul 14, 2025 09:57:31.425562000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1703#1] 64279 → 502 [ACK] Seq=3409 Ack=3031 Win=20011 Len=0"
"1705","Jul 14, 2025 09:57:31.541628000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   362; Unit:   1, Func:   4: Read Input Registers"
"1706","Jul 14, 2025 09:57:31.543787000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3409 Ack=3031 Win=20011 Len=12"
"1707","Jul 14, 2025 09:57:31.546397000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   362; Unit:   1, Func:   4: Read Input Registers"
"1708","Jul 14, 2025 09:57:31.550812000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=3031 Ack=3421 Win=502 Len=11"
"1709","Jul 14, 2025 09:57:31.601499000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3421 Ack=3042 Win=20000 Len=0"
"1710","Jul 14, 2025 09:57:31.602695000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1709#1] 64279 → 502 [ACK] Seq=3421 Ack=3042 Win=20000 Len=0"
"1711","Jul 14, 2025 09:57:31.719866000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   363; Unit:   1, Func:   3: Read Holding Registers"
"1712","Jul 14, 2025 09:57:31.722791000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3421 Ack=3042 Win=20000 Len=12"
"1713","Jul 14, 2025 09:57:31.725858000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   363; Unit:   1, Func:   3: Read Holding Registers"
"1714","Jul 14, 2025 09:57:31.727710000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=3042 Ack=3433 Win=502 Len=11"
"1715","Jul 14, 2025 09:57:31.774184000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3433 Ack=3053 Win=19989 Len=0"
"1716","Jul 14, 2025 09:57:31.775674000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1715#1] 64279 → 502 [ACK] Seq=3433 Ack=3053 Win=19989 Len=0"
"1717","Jul 14, 2025 09:57:31.898065000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   364; Unit:   1, Func:   1: Read Coils"
"1718","Jul 14, 2025 09:57:31.900751000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3433 Ack=3053 Win=19989 Len=12"
"1719","Jul 14, 2025 09:57:31.903733000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   364; Unit:   1, Func:   1: Read Coils"
"1720","Jul 14, 2025 09:57:31.905889000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=3053 Ack=3445 Win=502 Len=10"
"1721","Jul 14, 2025 09:57:31.947704000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3445 Ack=3063 Win=19979 Len=0"
"1722","Jul 14, 2025 09:57:31.950957000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1721#1] 64279 → 502 [ACK] Seq=3445 Ack=3063 Win=19979 Len=0"
"1723","Jul 14, 2025 09:57:32.071215000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   365; Unit:   1, Func:   4: Read Input Registers"
"1724","Jul 14, 2025 09:57:32.075412000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3445 Ack=3063 Win=19979 Len=12"
"1725","Jul 14, 2025 09:57:32.077806000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   365; Unit:   1, Func:   4: Read Input Registers"
"1726","Jul 14, 2025 09:57:32.081045000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=3063 Ack=3457 Win=502 Len=11"
"1727","Jul 14, 2025 09:57:32.137246000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3457 Ack=3074 Win=19968 Len=0"
"1728","Jul 14, 2025 09:57:32.140593000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1727#1] 64279 → 502 [ACK] Seq=3457 Ack=3074 Win=19968 Len=0"
"1729","Jul 14, 2025 09:57:32.251353000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   366; Unit:   1, Func:   3: Read Holding Registers"
"1730","Jul 14, 2025 09:57:32.254140000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3457 Ack=3074 Win=19968 Len=12"
"1731","Jul 14, 2025 09:57:32.255839000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   366; Unit:   1, Func:   3: Read Holding Registers"
"1732","Jul 14, 2025 09:57:32.256802000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=3074 Ack=3469 Win=502 Len=11"
"1733","Jul 14, 2025 09:57:32.301339000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3469 Ack=3085 Win=19957 Len=0"
"1734","Jul 14, 2025 09:57:32.304763000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1733#1] 64279 → 502 [ACK] Seq=3469 Ack=3085 Win=19957 Len=0"
"1735","Jul 14, 2025 09:57:32.422074000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   367; Unit:   1, Func:   1: Read Coils"
"1736","Jul 14, 2025 09:57:32.424218000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3469 Ack=3085 Win=19957 Len=12"
"1737","Jul 14, 2025 09:57:32.427026000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   367; Unit:   1, Func:   1: Read Coils"
"1738","Jul 14, 2025 09:57:32.428526000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=3085 Ack=3481 Win=502 Len=10"
"1739","Jul 14, 2025 09:57:32.478982000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3481 Ack=3095 Win=19947 Len=0"
"1740","Jul 14, 2025 09:57:32.481769000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1739#1] 64279 → 502 [ACK] Seq=3481 Ack=3095 Win=19947 Len=0"
"1741","Jul 14, 2025 09:57:32.594305000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   368; Unit:   1, Func:   4: Read Input Registers"
"1742","Jul 14, 2025 09:57:32.598294000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3481 Ack=3095 Win=19947 Len=12"
"1743","Jul 14, 2025 09:57:32.600256000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   368; Unit:   1, Func:   4: Read Input Registers"
"1744","Jul 14, 2025 09:57:32.603704000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=3095 Ack=3493 Win=502 Len=11"
"1745","Jul 14, 2025 09:57:32.660918000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3493 Ack=3106 Win=19936 Len=0"
"1746","Jul 14, 2025 09:57:32.664917000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1745#1] 64279 → 502 [ACK] Seq=3493 Ack=3106 Win=19936 Len=0"
"1747","Jul 14, 2025 09:57:32.770879000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   369; Unit:   1, Func:   3: Read Holding Registers"
"1748","Jul 14, 2025 09:57:32.773493000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3493 Ack=3106 Win=19936 Len=12"
"1749","Jul 14, 2025 09:57:32.776965000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   369; Unit:   1, Func:   3: Read Holding Registers"
"1750","Jul 14, 2025 09:57:32.780005000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=3106 Ack=3505 Win=502 Len=11"
"1751","Jul 14, 2025 09:57:32.836766000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3505 Ack=3117 Win=19925 Len=0"
"1752","Jul 14, 2025 09:57:32.840400000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1751#1] 64279 → 502 [ACK] Seq=3505 Ack=3117 Win=19925 Len=0"
"1753","Jul 14, 2025 09:57:32.936648000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   370; Unit:   1, Func:   1: Read Coils"
"1754","Jul 14, 2025 09:57:32.940096000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3505 Ack=3117 Win=19925 Len=12"
"1755","Jul 14, 2025 09:57:32.943412000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   370; Unit:   1, Func:   1: Read Coils"
"1756","Jul 14, 2025 09:57:32.947607000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=3117 Ack=3517 Win=502 Len=10"
"1757","Jul 14, 2025 09:57:32.995048000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3517 Ack=3127 Win=19915 Len=0"
"1758","Jul 14, 2025 09:57:32.998192000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1757#1] 64279 → 502 [ACK] Seq=3517 Ack=3127 Win=19915 Len=0"
"1759","Jul 14, 2025 09:57:33.111323000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   371; Unit:   1, Func:   4: Read Input Registers"
"1760","Jul 14, 2025 09:57:33.113996000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3517 Ack=3127 Win=19915 Len=12"
"1761","Jul 14, 2025 09:57:33.119204000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   371; Unit:   1, Func:   4: Read Input Registers"
"1762","Jul 14, 2025 09:57:33.122388000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=3127 Ack=3529 Win=502 Len=11"
"1763","Jul 14, 2025 09:57:33.170284000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3529 Ack=3138 Win=19904 Len=0"
"1764","Jul 14, 2025 09:57:33.174820000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1763#1] 64279 → 502 [ACK] Seq=3529 Ack=3138 Win=19904 Len=0"
"1765","Jul 14, 2025 09:57:33.278700000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   372; Unit:   1, Func:   3: Read Holding Registers"
"1766","Jul 14, 2025 09:57:33.282303000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=3529 Ack=3138 Win=19904 Len=12"
"1767","Jul 14, 2025 09:57:33.285450000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   372; Unit:   1, Func:   3: Read Holding Registers"
"1768","Jul 14, 2025 09:57:33.289748000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=3138 Ack=3541 Win=502 Len=11"
"1769","Jul 14, 2025 09:57:33.335656000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=3541 Ack=3149 Win=19893 Len=0"
